0,5.72E-10,0,0,0,-0.000678,-8.15E-05,0,1.45E-05
0,1.95E-17,0,0,0,-0.000671,-0.000148,0,-2.94E-05
0,1.95E-17,0,0,0,-0.000671,-0.000159,0,-7.46E-06
0,-0.001097,0,0,0,-0.001195,-7.24E-05,0,-1.20E-05
0,-7.77E-08,0,0,0,-0.001411,-0.00016,0,-1.66E-06
0,-0.000549,0,0,0,-0.001448,-0.000178,0,-1.34E-06
0,-0.000549,0,0,0,-0.002196,-0.000225,0,7.01E-06
0,9.77E-11,0,0,0,-0.002755,-0.000216,0,-2.39E-05
0,1.95E-17,0,0,0,-0.002802,-0.000125,0,1.68E-06
0,1.95E-17,0,0,0,-0.002241,-0.000114,0,-1.55E-06
0,1.95E-17,0,0,0,-0.002143,-0.00027,0,-1.33E-05
0,-0.000549,0,0,0,-0.002143,-8.39E-05,0,-1.19E-05
0,-3.45E-12,0,0,0,-0.002143,-0.000172,0,-4.14E-05
0,1.95E-17,0,0,0,-0.001937,-0.000204,0,-7.28E-06
0,-0.000342,0,0,0,-0.001583,-0.000133,0,-5.73E-06
0,-0.001325,0,0,0,-0.001913,-0.000118,0,-2.21E-05
0,-0.000528,0,0,0,-0.002143,-0.000119,0,-1.48E-05
0,2.44E-08,0,0,0,-0.002143,-0.000199,0,-2.23E-05
0,1.46E-17,0,0,0,-0.002143,-0.000145,0,2.83E-06
0,-0.000192,0,0,0,-0.002136,-0.000201,0,-3.23E-05
0,-0.002003,0,0,0,-0.001678,-0.000145,0,-7.31E-06
0,-0.000549,0,0,0,-0.001219,-0.000147,0,1.45E-05
0,-4.64E-12,0,-7.32E-06,0,-0.001123,-0.000115,0,1.45E-05
0,-0.001122,0,-1.45E-11,0,-0.000722,4.73E-05,0,-7.48E-06
0,2.43E-05,0,0,0,-0.000678,-0.000173,0,-4.41E-05
0,-1.10E-05,0,0,0,-0.000678,-0.000129,0,-2.93E-05
0,-0.000538,0,0,0,-0.000678,-0.000128,0,1.45E-05
0,1.56E-13,0,0,0,-0.000678,-8.61E-05,0,1.38E-05
0,-0.000954,0,0,0,-0.000792,-6.48E-05,0,-6.78E-06
0,-0.001241,0,0,0,-0.001583,-0.000185,0,-7.76E-06
0,-0.000548,0,0,0,-0.002213,-0.000137,0,-2.18E-05
0,-0.001098,0,0,0,-0.002482,-0.000174,0,-3.89E-07
0,-0.000549,0,0,0,-0.002358,-9.23E-05,0,7.45E-06
0,-0.001097,0,0,0,-0.002736,-0.000118,0,7.20E-06
0,-5.67E-11,0,0,0,-0.002795,-0.000158,0,-1.48E-05
