0,-0.005585,4.56E-05,2.16E-05,3.69E-06,-0.000502,7.32E-06,8.22E-06,0
0,-0.007111,-9.28E-05,-9.25E-08,-2.77E-05,-0.000524,7.33E-06,-3.01E-05,0
0,-0.002795,-2.48E-05,9.70E-06,-2.52E-05,-8.78E-05,1.47E-05,-5.85E-05,0
0,-0.000652,-2.35E-05,2.81E-05,-1.79E-05,0.000474,-4.73E-11,-9.50E-06,0
0,-0.004598,-2.29E-05,7.76E-06,-2.27E-05,0.001256,1.01E-05,-6.08E-05,0
0,-0.005559,-9.45E-05,1.52E-05,5.95E-06,0.001315,1.19E-05,-5.54E-05,0
0,-0.002877,-4.88E-05,7.91E-06,-2.96E-05,0.001388,7.34E-06,-8.51E-05,0
0,-0.006042,-0.000113,3.52E-05,-1.95E-05,0.001418,2.74E-06,-1.58E-05,0
0,-0.003173,-2.72E-05,1.72E-05,-9.81E-06,0.00154,5.80E-06,-7.96E-05,0
0,-0.000181,4.77E-06,-6.70E-06,-1.32E-05,0.001808,6.10E-06,-2.62E-07,0
0,-0.005272,5.52E-05,7.76E-06,4.06E-05,0.001388,7.33E-06,-6.43E-05,0
0,-0.003278,-4.08E-05,1.52E-05,-3.45E-05,0.001237,7.18E-06,-5.22E-05,0
0,-0.002212,2.00E-05,2.80E-07,-3.38E-05,0.000657,1.57E-07,-2.52E-05,0
0,-0.000422,2.19E-05,2.28E-05,-5.06E-05,0.00011,-2.20E-05,-4.47E-05,0
0,-0.00366,-4.21E-05,8.07E-06,-1.94E-05,-9.03E-05,-2.19E-05,-5.26E-05,0
0,-0.00338,-0.000139,3.45E-07,-8.33E-06,-0.000585,-1.47E-05,-2.31E-05,0
0,-0.006333,-2.46E-05,7.87E-06,4.62E-06,-0.000808,1.47E-05,-5.22E-05,0
0,-0.006348,-2.23E-05,2.25E-05,5.24E-06,-0.001113,7.33E-06,-5.74E-05,0
0,-0.004237,-9.32E-05,-6.76E-06,-3.14E-05,-0.00087,7.05E-06,-6.58E-05,0
0,0.000599,-2.28E-05,-1.25E-05,-2.43E-05,-0.000808,1.49E-05,5.01E-06,0
0,-0.003189,-5.06E-05,2.15E-05,-6.13E-06,-0.000927,1.47E-05,-6.30E-05,0
0,-0.005122,-9.77E-05,2.94E-05,7.84E-06,-0.001432,1.47E-05,-1.08E-05,0
0,-0.005741,-1.94E-05,1.37E-05,-2.55E-05,-0.00154,1.47E-05,-1.60E-05,0
0,-0.002385,-4.69E-05,-5.24E-06,-2.20E-05,-0.00157,1.47E-05,-1.01E-05,0
0,-0.00598,-7.13E-05,7.87E-06,-1.63E-05,-0.001808,7.33E-06,-1.65E-05,0
0,-0.00421,-4.72E-05,1.24E-05,1.54E-05,-0.00225,1.47E-05,6.96E-06,0
0,-0.007586,2.42E-05,1.07E-05,-1.26E-05,-0.002382,-6.44E-11,-6.40E-05,0
0,-0.001648,-2.59E-05,5.58E-07,-2.17E-05,-0.002361,7.33E-06,-5.32E-05,0
0,-0.002603,2.46E-05,-6.76E-06,2.64E-06,-0.002273,7.33E-06,-2.64E-05,0
0,-0.004312,-4.93E-05,4.16E-06,-1.69E-05,-0.002301,1.47E-05,-1.33E-05,0
0,-0.003942,5.78E-05,-3.05E-06,3.09E-06,-0.002698,7.34E-06,-6.02E-05,0
0,-0.004144,1.01E-05,7.88E-06,-6.07E-05,-0.003002,2.64E-07,-4.75E-05,0
